,Street Name,count
1911,REMSEN STREET,15
1912,ST MARK&apos;S AVENUE,15
1913,SOUTH 3RD STREET,15
1914,EAST   40 STREET,15
1915,JEWEL STREET,15
1916,NETHERLAND AVENUE,15
1917,REVERE PLACE,15
1918,232 STREET,15
1919,WEST 133 STREET,15
1920,EAST 10TH STREET,15
1921,BAYRIDGE AVENUE,15
1922,WEST 105TH STREET,15
1923,EAST  147 STREET,15
1924,FT INDEPENDENCE STREET,15
1925,ALDUS STREET,15
1926,16 AVENUE,15
1927,WAYNE AVENUE,15
1928,139 AVENUE,15
1929,ST PAULS PLACE,15
1930,WEST 164 STREET,15
1931,EAST 185 STREET,15
1932,SOUTH    8 STREET,15
1933,NORTH    5 STREET,15
1934,WEST 181 STREET,15
1935,179 STREET,15
1936,HAVEN PLAZA,15
1937,WEST 69 STREET,15
1938,FERNDALE AVENUE,15
1939,44 DRIVE,15
1940,WEST 108TH STREET,15
1941,DIX AVENUE,15
1942,127 STREET,15
1943,WEST 162 STREET,15
1944,WEST 128 STREET,15
1945,EAST  206 STREET,15
1946,WEST 204 STREET,15
1947,ECHO PLACE,15
1948,SICKLES STREET,15
1949,84 PLACE,15
1950,WEST 4 STREET,15
1951,EAST   48 STREET,15
1952,STILLWELL AVENUE,15
1953,CANAL STREET,15
1954,KISSENA BOULEVARD,15
1955,MILES AVENUE,15
1956,KEPLER AVENUE,15
1957,PINE GROVE STREET,15
1958,138 STREET,15
1959,WEST  154 STREET,15
1960,PARKSIDE PLACE,15
1961,BATH AVENUE,15
1962,112 AVENUE,15
1963,BEEKMAN STREET,15
1964,MORNINGSTAR ROAD,15
1965,CHARLTON STREET,15
1966,46 ROAD,15
1967,4TH STREET,15
1968,ECKFORD STREET,15
1969,EAST 107 STREET,15
1970,BRIGHTON    7 STREET,15
1971,BLOSSOM AVENUE,15
1972,WEST 7 STREET,15
1973,FILLMORE STREET,15
1974,CROSBY STREET,15
1975,227 STREET,15
1976,DONGAN PLACE,15
1977,ALASKA STREET,15
1978,SAPPHIRE STREET,15
1979,CROTONA PARK SOUTH,15
1980,EAST  127 STREET,15
1981,WESTMINSTER ROAD,15
1982,EAST 171 STREET,15
1983,GOUVERNEUR AVENUE,15
1984,SELOVER ROAD,15
1985,EAST  230 STREET,15
1986,JEWEL AVENUE,14
1987,RIGA STREET,14
1988,WEST  212 STREET,14
1989,194 STREET,14
1990,COUNTRY CLUB ROAD,14
1991,PILLING STREET,14
1992,LOCUST STREET,14
1993,EAST  227 STREET,14
1994,22 AVENUE,14
1995,217 STREET,14
1996,HAUSMAN STREET,14
1997,MOORE STREET,14
1998,NEILL AVENUE,14
1999,NEWPORT STREET,14
2000,PITT STREET,14
2001,NEWTOWN ROAD,14
2002,BRITTON AVENUE,14
2003,EAST 112 STREET,14
2004,ROMA AVENUE,14
2005,RATHBUN AVENUE,14
2006,HOLLYWOOD AVENUE,14
2007,MARKHAM LANE,14
2008,EAST 57 STREET,14
2009,LORING PLACE NORTH,14
2010,MILL AVENUE,14
2011,BEACH    9 STREET,14
2012,AINSLIE STREET,14
2013,ROCKAWAY BEACH BOULEVARD,14
2014,EAST  238 STREET,14
2015,WILLOW ROAD EAST,14
2016,DEKALB AVE,14
2017,TRANTOR PLACE,14
2018,WEST 16 STREET,14
2019,VAN CORTLANDT AVENUE WEST,14
2020,EAST  240 STREET,14
2021,HOOVER AVENUE,14
2022,BALCOM AVENUE,14
2023,EAST 48 STREET,14
2024,IONIA AVENUE,14
2025,69 AVENUE,14
2026,LEAVITT STREET,14
2027,ROSS STREET,14
2028,UNIONPORT ROAD,14
2029,247 STREET,14
2030,HUNTER STREET,14
2031,EAST 165 STREET,14
2032,WEST 169TH STREET,14
2033,CENTREVILLE STREET,14
2034,PURDY STREET,14
2035,WEST 113TH STREET,14
2036,WEST  192 STREET,14
2037,135 PLACE,14
2038,MILL ROAD,14
2039,OVERLOOK TERRACE,14
2040,PRINCE STREET,14
2041,EAST 183 STREET,14
2042,SENATOR STREET,14
2043,225 STREET,14
2044,EAST 207 STREET,14
2045,TIEMANN PLACE,14
2046,CASTLE HILL AVENUE,14
2047,GARFIELD STREET,14
2048,CRANFORD AVENUE,14
2049,PATTERSON AVENUE,14
2050,EAST 199 STREET,14
2051,GOODWIN PLACE,14
2052,68 ROAD,14
2053,LACOMBE AVENUE,14
2054,BEACH 118 STREET,14
2055,219 STREET,14
2056,EAST 180 STREET,14
2057,VIREO AVENUE,14
2058,WEST HOUSTON STREET,14
2059,251 STREET,14
2060,WEST   36 STREET,14
2061,86 AVENUE,14
2062,WALKER STREET,13
2063,WEST  228 STREET,13
2064,53 DRIVE,13
2065,WEST   52 STREET,13
2066,HUMBOLT STREET,13
2067,EAST 126 STREET,13
2068,EAST CLARKE PLACE,13
2069,PALMER AVENUE,13
2070,WEST 45 STREET,13
2071,EAST  204 STREET,13
2072,EAST   64 STREET,13
2073,VANNEST AVENUE,13
2074,64 LANE,13
2075,SAMPSON AVENUE,13
2076,BUSH STREET,13
2077,SOUTH    9 STREET,13
2078,EAST 27 STREET,13
2079,BAY RIDGE AVENUE,13
2080,EAST 229 STREET,13
2081,SAINT JOHNS PL,13
2082,ANNADALE ROAD,13
2083,OAK STREET,13
2084,OCEANVIEW AVENUE,13
2085,CATHEDRAL PARKWAY,13
2086,EAST  134 STREET,13
2087,WEST 104 STREET,13
2088,PARADE PLACE,13
2089,CONKLIN AVENUE,13
2090,86 ROAD,13
2091,SCHAFFER STREET,13
2092,HARRISON PLACE,13
2093,84 AVENUE,13
2094,WEST 91 STREET,13
2095,BUCHANAN PLACE,13
2096,EAST 120 STREET,13
2097,SANDS STREET,13
2098,DELANCEY STREET,13
2099,EAST HOUSTON STREET,13
2100,RODNEY STREET,13
2101,GROTE STREET,13
2102,207 STREET,13
2103,WEST 117TH STREET,13
2104,PELHAM PARKWAY,13
2105,SOUTH 2ND STREET,13
2106,CATHERINE SLIP,13
2107,188 STREET,13
2108,ASHLAND PLACE,13
2109,208 STREET,13
2110,W 94TH ST,13
2111,PARK TERRACE WEST,13
2112,RUTLEDGE STREET,13
2113,OSGOOD AVENUE,13
2114,EAST 66 STREET,13
2115,SOUTH STREET,13
2116,EMERSON PLACE,13
2117,WEST   44 STREET,13
2118,DIVISION AVENUE,13
2119,BRISTOW STREET,13
2120,EAST 68 STREET,13
2121,NINTH AVENUE,13
2122,KANE STREET,13
2123,COZINE AVENUE,13
2124,NEWTON STREET,13
2125,MONITOR STREET,13
2126,STUYVESANT STREET,13
2127,WEST 207 STREET,13
2128,TENBROECK AVENUE,13
2129,BOLTON STREET,13
2130,WEST 105 STREET,13
2131,ADAM C POWELL BOULEVARD,13
2132,BEDFORD PLACE,13
2133,EAST 129 STREET,13
2134,CHERRY STREET,13
2135,HUBBARD PLACE,13
2136,ALBERT ROAD,13
2137,BOTANICAL SQUARE,13
2138,BERGAN STREET,13
2139,BRADY AVENUE,13
2140,ADAMS PLACE,13
2141,BOLLER AVENUE,13
2142,LAUREL AVENUE,13
2143,MERRILL STREET,13
2144,118 AVENUE,13
2145,WASHINGTON PLACE,13
2146,RITTER PLACE,13
2147,SUFFOLK STREET,13
2148,HOBART AVENUE,13
2149,LA SALLE STREET,13
2150,ROYCE PLACE,13
2151,230 PLACE,13
2152,EAST 31 STREET,13
2153,WEST 152ND STREET,13
2154,OCEAN VIEW AVENUE,13
2155,72 ROAD,13
2156,BOLTON AVENUE,13
2157,BOOTH MEMORIAL AVENUE,13
2158,EAST  155 STREET,13
2159,MIDLAND AVENUE,13
2160,VAN CORTLANDT PARK SOUTH,13
2161,64 PLACE,12
2162,EAST 9TH STREET,12
2163,EAST  241 STREET,12
2164,GUNHILL ROAD,12
2165,WEST   27 STREET,12
2166,EAST 52ND STREET,12
2167,64 ROAD,12
2168,60 ROAD,12
2169,256 STREET,12
2170,WEST 117 STREET,12
2171,DENMAN STREET,12
2172,ELLIS AVENUE,12
2173,BAY 16 STREET,12
2174,VAN BRUNT STREET,12
2175,92 AVENUE,12
2176,123 AVENUE,12
2177,BOYD STREET,12
2178,REID AVENUE,12
2179,AVENUE R,12
2180,RANDALL AVENUE,12
2181,DONGAN HILLS AVENUE,12
2182,SUNNYSIDE AVENUE,12
2183,HILL AVENUE,12
2184,NORTH    9 STREET,12
2185,GRANITE STREET,12
2186,ABERDEEN STREET,12
2187,THOMAS STREET,12
2188,BEDELL STREET,12
2189,BAY STREET,12
2190,72 AVENUE,12
2191,WEST 119TH STREET,12
2192,EAST 21ST STREET,12
2193,3RD AVENUE,12
2194,EAST 4TH STREET,12
2195,215 STREET,12
2196,SMITH STREET,12
2197,WINDOM AVENUE,12
2198,LEE AVENUE,12
2199,EAST  202 STREET,12
2200,BAY AVENUE,12
2201,YOUNG AVENUE,12
2202,PLIMPTON AVENUE,12
2203,RUTLEDGE AVENUE,12
2204,WEST 118TH STREET,12
2205,134 AVENUE,12
2206,DONGAN AVENUE,12
2207,LUDWIG LANE,12
2208,EAST 99 STREET,12
2209,VIRGINIA AVENUE,12
2210,MAPLETON AVENUE,12
2211,WEST 190TH STREET,12
2212,40 AVENUE,12
2213,BRONX PARK AVENUE,12
2214,UPTON STREET,12
2215,246 STREET,12
2216,FREDRICK DOUGLASS BOULEVARD,12
2217,WEST FINGERBOARD ROAD,12
2218,17 ROAD,12
2219,EAST 177 STREET,12
2220,104 AVENUE,12
2221,BAY   20 STREET,12
2222,LAFAYETTE STREET,12
2223,WEST 149TH STREET,12
2224,131 AVENUE,12
2225,4TH AVENUE,12
2226,SEABREEZE AVENUE,12
2227,CROOKE AVENUE,12
2228,77 PLACE,12
2229,WEST 13 STREET,12
2230,EAST 198 STREET,12
2231,GENESEE AVENUE,12
2232,EAST 130 STREET,12
2233,206 STREET,12
2234,OAKLAND PLACE,12
2235,CALAMUS AVENUE,12
2236,EAST 97 STREET,12
2237,CRYSTAL STREET,12
2238,WEST 168 STREET,12
2239,W 135TH ST,12
2240,EAST 25 STREET,12
2241,FORD STREET,12
2242,195 STREET,12
2243,WEST 110TH STREET,12
2244,EAST  133 STREET,12
2245,SOUTH   11 STREET,12
2246,WEST 131 STREET,12
2247,EAST 45 STREET,12
2248,47TH ROAD,12
2249,WEST 197 STREET,12
2250,DILLON STREET,12
2251,WEST 238 STREET,12
2252,ZACHARY COURT,12
2253,210 STREET,12
2254,FORLEY STREET,11
2255,82 AVENUE,11
2256,WEST 21ST STREET,11
2257,CROSBY AVENUE,11
2258,EAST 148TH STREET,11
2259,211 STREET,11
2260,EAST 81ST STREET,11
2261,7TH STREET,11
2262,VOORHIES AVENUE,11
2263,37 ROAD,11
2264,GOUVERNEUR STREET,11
2265,EAST  226 STREET,11
2266,113 DRIVE,11
2267,MAYFLOWER AVENUE,11
2268,MCARTHUR AVENUE,11
2269,GREENWOOD AVENUE,11
2270,WEST KINGSBRIDGE ROAD,11
2271,SAINT JOHN'S PLACE,11
2272,MOUNTAINVIEW AVENUE,11
2273,WEST 188 STREET,11
2274,HERBERT STREET,11
2275,EGBERT AVENUE,11
2276,LAREDO AVENUE,11
2277,SOUTH FOURTH STREET,11
2278,GOLD STREET,11
2279,CONCOURSE VILLAGE WEST,11
2280,MASPETH AVENUE,11
2281,CROSSBAY BOULEVARD,11
2282,EAST 98 STREET,11
2283,UNION PORT ROAD,11
2284,CENTRE MALL,11
2285,COLONIAL ROAD,11
2286,MANSE STREET,11
2287,EAST 70 STREET,11
2288,WEST  193 STREET,11
2289,THATFORD AVENUE,11
2290,CORSA AVENUE,11
2291,NEW ENGLAND THRUWAY,11
2292,CONOVER STREET,11
2293,BEACH   22 STREET,11
2294,59 PLACE,11
2295,DUPONT STREET,11
2296,LIGHT STREET,11
2297,EAST 37 STREET,11
2298,WEST   35 STREET,11
2299,KATAN AVENUE,11
2300,209 STREET,11
2301,HALE AVENUE,11
2302,EAST TENTH STREET,11
2303,PURCELL STREET,11
2304,WEST MOSHOLU PARKWAY NORTH,11
2305,65 AVENUE,11
2306,WEST 114 STREET,11
2307,WEST 191 STREET,11
2308,HENLEY ROAD,11
2309,ROE STREET,11
2310,GERRITSEN AVENUE,11
2311,MINERVA PLACE,11
2312,DECKER AVENUE,11
2313,87 ROAD,11
2314,HAMPTON GREEN,11
2315,FURMAN AVENUE,11
2316,115 DRIVE,11
2317,COLDEN AVE,11
2318,BROOKVILLE BOULEVARD,11
2319,22 STREET,11
2320,SHEPHARD AVENUE,11
2321,KELVIN AVENUE,11
2322,YATES AVENUE,11
2323,ST JOHN'S PLACE,11
2324,EAST 175 STREET,11
2325,WEST 72 STREET,11
2326,WEST 151ST STREET,11
2327,BOONE AVENUE,11
2328,DARTMOUTH LOOP,11
2329,EXETER STREET,11
2330,AGATE COURT,11
2331,HUTCHINSON RIVER PARKWAY,11
2332,WEST MOSHOLU PARKWAY SOUTH,11
2333,EAST 89TH STREET,11
2334,WEST  218 STREET,11
2335,WYATT STREET,11
2336,WEST 176 STREET,11
2337,KATONAH AVENUE,11
2338,EDISON AVENUE,11
2339,BROOK STREET,11
2340,SHOTWELL AVENUE,11
2341,W 109TH ST,11
2342,MONACO PLACE,11
2343,BEACH   15 STREET,11
2344,88 ROAD,11
2345,WEST 14 STREET,11
2346,TAFT AVENUE,11
2347,EAST 215 STREET,11
2348,WEST 22ND STREET,11
2349,137 STREET,11
2350,EAST 194 STREET,11
2351,10TH STREET,11
2352,PENNSYLVAN AVENUE,11
2353,WEST 175TH STREET,11
2354,HENNESSY PLACE,11
2355,BLACKROCK AVENUE,11
2356,171 PLACE,11
2357,74 AVENUE,11
2358,JOHN STREET,11
2359,WEST 78 STREET,11
2360,WEST 190 STREET,11
2361,141 STREET,11
2362,GREENE STREET,11
2363,RENSSELAER AVENUE,11
2364,EAST 32 STREET,11
2365,WEST 161 STREET,11
2366,CATHERINE STREET,10
2367,EAST  132 STREET,10
2368,WEST 23 STREET,10
2369,SOUTH CONDUIT AVENUE,10
2370,109TH AVENUE,10
2371,BARROW STREET,10
2372,MOUNT MORRIS PARK WEST,10
2373,NORTH 8 STREET,10
2374,FT GREENE PLACE,10
2375,AVENUE ST JOHN,10
2376,EAST 203 STREET,10
2377,EAST  243 STREET,10
2378,GARRISON AVENUE,10
2379,55 AVENUE,10
2380,WALLOON STREET,10
2381,IRWIN AVENUE,10
2382,140 AVENUE,10
2383,OWLS HEAD COURT,10
2384,EAST 59 STREET,10
2385,EAST   43 STREET,10
2386,115 ROAD,10
2387,LAYTON AVENUE,10
2388,EAST 158 STREET,10
2389,122 AVENUE,10
2390,TAYLOR STREET,10
2391,WEST   57 STREET,10
2392,ALBERMARLE ROAD,10
2393,VELTMAN AVENUE,10
2394,VANDUZER STREET,10
2395,EAST 223 STREET,10
2396,EAST KINGSBRIDGE ROAD,10
2397,KEAP STREET,10
2398,BENTON COURT,10
2399,TENNIS COURT,10
2400,EAST 141 STREET,10
2401,PEARSALL AVENUE,10
2402,MILBANK ROAD,10
2403,QUENTIN ROAD,10
2404,LASALLE STREET,10
2405,ELVERTON AVENUE,10
2406,BEECH TERRACE,10
2407,MATILDA AVENUE,10
2408,BETHUNE STREET,10
2409,HERING AVENUE,10
2410,EAST 73RD STREET,10
2411,LAKE STREET,10
2412,THERIOT AVENUE,10
2413,FORT GEORGE AVENUE,10
2414,CENTRAL PARK NORTH,10
2415,DETROIT AVENUE,10
2416,LAKEWOOD AVENUE,10
2417,MCKEEVER PLACE,10
2418,EAST 12TH STREET,10
2419,EAST 29 STREET,10
2420,MORELAND STREET,10
2421,SEAGIRT BOULEVARD,10
2422,12 ROAD,10
2423,ARMSTRONG AVENUE,10
2424,EAST  190 STREET,10
2425,10TH AVENUE,10
2426,BALTIMORE STREET,10
2427,181 STREET,10
2428,IRVINE STREET,10
2429,182 STREET,10
2430,21ST DRIVE,10
2431,EAST 108 STREET,10
2432,DORSET STREET,10
2433,WEST 19 STREET,10
2434,WEST 12 STREET,10
2435,BODINE STREET,10
2436,MICKLE AVENUE,10
2437,BRIGHTON    1 PLACE,10
2438,TEN EYCK STREET,10
2439,ST JOHNS AVENUE,10
2440,WEST 30 STREET,10
2441,JONES STREET,10
2442,EAST 112TH STREET,10
2443,WEST 77 STREET,10
2444,264 STREET,10
2445,27 AVENUE,10
2446,BARCLAY AVENUE,10
2447,STRONG STREET,10
2448,8TH AVENUE,10
2449,BRIGHTON   12 STREET,10
2450,EAST 109 STREET,10
2451,WEST  196 STREET,10
2452,66 DRIVE,10
2453,GREENE AVE,10
2454,WINANT STREET,10
2455,EAST 209TH STREET,10
2456,WEST  261 STREET,10
2457,SEAVIEW AVENUE,10
2458,EAST  221 STREET,10
2459,WEST 25 STREET,10
2460,EAST 46 STREET,10
2461,DUBOIS AVENUE,10
2462,MCINTOSH STREET,10
2463,PENELOPE AVENUE,10
2464,EAST 211 STREET,10
2465,OAKLAND AVENUE,10
2466,AVENUE V,10
2467,HUDSON PLACE,10
2468,WEST  242 STREET,10
2469,EAST  157 STREET,10
2470,EAST 79 STREET,10
2471,164 PLACE,10
2472,METROPOLITAN AVE,10
2473,EAST 152ND STREET,10
2474,EAST 222 STREET,10
2475,SOUTH 4TH STREET,10
2476,EAST 38 STREET,10
2477,83 AVENUE,10
2478,EAST 153 STREET,10
2479,MT HOPE PLACE,10
2480,WEST 172ND STREET,10
2481,SOUTH OAK DRIVE,10
2482,EDENWALD AVENUE,10
2483,111TH AVENUE,10
2484,PUGSLEY AVENUE,10
2485,24 ROAD,10
2486,98 PLACE,10
2487,BENHAM STREET,10
2488,SEELEY STREET,10
2489,35TH AVENUE,10
2490,MCCLELLAN STREET,10
2491,WEST 160 STREET,10
2492,GRATTAN STREET,10
2493,WEST 189 STREET,10
2494,EAST   97 STREET,10
2495,AMETHYST STREET,10
2496,QUINN STREET,10
2497,NEVINS STREET,9
2498,185 STREET,9
2499,WEST 153 STREET,9
2500,HANSON PLACE,9
2501,230 STREET,9
2502,34TH AVENUE,9
2503,EAST 163RD STREET,9
2504,LOUBET STREET,9
2505,220 STREET,9
2506,SIDNEY PLACE,9
2507,RIVERSIDE DRIVE WEST,9
2508,WEST 106TH STREET,9
2509,EAST 135 STREET,9
2510,SAINT LAWRENCE AVENUE,9
2511,OCEANSIDE AVENUE,9
2512,7TH ST,9
2513,ELTINGVILLE BOULEVARD,9
2514,WEST  211 STREET,9
2515,EAST 65 STREET,9
2516,PITMAN AVENUE,9
2517,WEST 7TH STREET,9
2518,31 ROAD,9
2519,54TH STREET,9
2520,65 ROAD,9
2521,WEST  227 STREET,9
2522,WEST 98 STREET,9
2523,TRUXTON STREET,9
2524,MARSDEN STREET,9
2525,60 PLACE,9
2526,SANDALWOOD DRIVE,9
2527,EAST 136 STREET,9
2528,GILDERSLEEVE AVENUE,9
2529,JUSTIN AVENUE,9
2530,BRIGHTON   10 PATH,9
2531,MCCLEAN AVENUE,9
2532,WATKINS STREET,9
2533,REYNOLDS AVENUE,9
2534,EAST 182ND STREET,9
2535,229 STREET,9
2536,216 STREET,9
2537,SAINT FELIX STREET,9
2538,WEST 112TH STREET,9
2539,MONTREAL AVENUE,9
2540,W 14TH ST,9
2541,LIVERPOOL STREET,9
2542,178 STREET,9
2543,GANSEVOORT BOULEVARD,9
2544,ADRIAN AVENUE,9
2545,MERSEREAU AVENUE,9
2546,PALISADE PLACE,9
2547,EAST 62 STREET,9
2548,EAST FORDHAM ROAD,9
2549,SOUTH THIRD STREET,9
2550,QUINLAN AVENUE,9
2551,ANN STREET,9
2552,ERASMUS STREET,9
2553,NEILSON STREET,9
2554,1 PLACE,9
2555,224 STREET,9
2556,HENRY HUDSON PARKWAY,9
2557,EAST 154 STREET,9
2558,3 PLACE,9
2559,KENMORE PLACE,9
2560,BENZIGER AVENUE,9
2561,WEST 213 STREET,9
2562,BENSON AVENUE,9
2563,VIRGIL PLACE,9
2564,JACQUES AVENUE,9
2565,WEST 86 STREET,9
2566,WEST 51 STREET,9
2567,73 AVENUE,9
2568,MANHATTAN STREET,9
2569,MEAD STREET,9
2570,WEST 6 STREET,9
2571,ROEBLING STREET,9
2572,MULINER AVENUE,9
2573,SOUTH END AVENUE,9
2574,VERONICA PLACE,9
2575,WOOSTER STREET,9
2576,SEXTON PLACE,9
2577,STOBE AVENUE,9
2578,AVENUE OF THE AMERICAS,9
2579,GLEANE STREET,9
2580,EAST 100 STREET,9
2581,HALL PLACE,9
2582,FIRST STREET,9
2583,141 AVENUE,9
2584,LOWERRE PLACE,9
2585,ELM STREET,9
2586,PENFIELD STREET,9
2587,73 PLACE,9
2588,NORTH 6 STREET,9
2589,MAPLE AVENUE,9
2590,70 ROAD,9
2591,ADAMS AVENUE,9
2592,137 AVENUE,9
2593,136 STREET,9
2594,PEARSON STREET,9
2595,BARD AVENUE,9
2596,DRUMGOOLE ROAD EAST,9
2597,SPOFFORD AVENUE,9
2598,ADAMS STREET,9
2599,WEST 177TH STREET,9
2600,WOODCREST AVENUE,9
2601,EAST THIRD STREET,9
2602,BRINSMADE AVENUE,9
2603,DELANCEY PLACE,9
2604,132 AVENUE,9
2605,NORTH    1 STREET,9
2606,QUEEN STREET,9
2607,WEST  206 STREET,9
2608,EAST  150 STREET,9
2609,EAST 176TH STREET,9
2610,DORAN AVENUE,9
2611,KEARNEY AVENUE,9
2612,BRIGHTON   13 STREET,9
2613,148 AVENUE,9
2614,NAUGHTON AVENUE,9
2615,EAST 85 STREET,9
2616,ELKS ROAD,9
2617,HULL AVE,9
2618,GUYON AVENUE,9
2619,RICHARDSON AVENUE,9
2620,38TH AVE,9
2621,SCRIBNER AVENUE,9
2622,WESTWOOD AVENUE,9
2623,EAST 119TH STREET,9
2624,EIGHTH AVENUE,9
2625,LOGAN AVENUE,9
2626,140 STREET,8
2627,EAST 40 STREET,8
2628,DUNCAN STREET,8
2629,CROSS BAY BOULEVARD,8
2630,BERGEN AVENUE,8
2631,EAST  239 STREET,8
2632,61 ROAD,8
2633,WEST 93RD STREET,8
2634,109TH AVE,8
2635,WEST 145TH STREET,8
2636,ELLSWORTH AVENUE,8
2637,BARLOW AVENUE,8
2638,HOPE STREET,8
2639,EAST 232 STREET,8
2640,109 ROAD,8
2641,DYRE AVENUE,8
2642,252 STREET,8
2643,WEST 161ST STREET,8
2644,WEST 97 STREET,8
2645,LOUISIANA AVENUE,8
2646,MARINE AVENUE,8
2647,GIPSON STREET,8
2648,BEECH AVENUE,8
2649,NORTH END AVENUE,8
2650,EAST  145 STREET,8
2651,TOKEN STREET,8
2652,RIVERDALE AVE,8
2653,HUNTINGTON STREET,8
2654,BRIGHTON 6 STREET,8
2655,174 STREET,8
2656,NELSON STREET,8
2657,NORTH EIGHTH STREET,8
2658,WATTS STREET,8
2659,EAST 24 STREET,8
2660,WEST 55 STREET,8
2661,PALISADE AVENUE,8
2662,PALADINO AVENUE,8
2663,EAST  218 STREET,8
2664,OAKLEY STREET,8
2665,66 AVENUE,8
2666,WEST 100 STREET,8
2667,DYCKMAN STREET,8
2668,15 DRIVE,8
2669,MINNIEFORD AVENUE,8
2670,CORNISH AVENUE,8
2671,LYDIG AVENUE,8
2672,DUANE STREET,8
2673,59 ROAD,8
2674,WEST 176TH STREET,8
2675,WEST 103 STREET,8
2676,EAST 39 STREET,8
2677,CHERRYWOOD COURT,8
2678,BRINKERHOFF AVENUE,8
2679,BERKLEY PLACE,8
2680,EAST 166 STREET,8
2681,ROOSEVELT PLACE,8
2682,BAY   38 STREET,8
2683,DE REIMER AVENUE,8
2684,ST ANN&apos;S AVENUE,8
2685,BRIGHTON   10 COURT,8
2686,NINTH STREET,8
2687,MCKIBBEN STREET,8
2688,38TH AVENUE,8
2689,67 DRIVE,8
2690,CORBIN AVENUE,8
2691,LOWELL STREET,8
2692,MARTIN LUTHER KING JR PLACE,8
2693,BASCOM AVENUE,8
2694,BEADEL STREET,8
2695,AINSWORTH AVENUE,8
2696,MASON AVENUE,8
2697,STARR AVENUE,8
2698,WEST BROADWAY,8
2699,WEST 146TH STREET,8
2700,EAST 36 STREET,8
2701,EAST  186 STREET,8
2702,FLOYD STREET,8
2703,COOLIDGE AVENUE,8
2704,CROSS ISLAND PARKWAY,8
2705,CHATHAM SQUARE,8
2706,JUNIUS STREET,8
2707,LYVERE STREET,8
2708,EAST 196TH STREET,8
2709,EAST 236 STREET,8
2710,BERGEN COURT,8
2711,190 STREET,8
2712,HIGHLAND BLVD,8
2713,NORWOOD AVENUE,8
2714,PAYSON AVENUE,8
2715,SECOR AVENUE,8
2716,ALGONKIN STREET,8
2717,CLEVELAND PLACE,8
2718,INWOOD AVENUE,8
2719,ARLINGTON PLACE,8
2720,LEFFERTS PL,8
2721,WEST   67 STREET,8
2722,VILLAGE ROAD EAST,8
2723,GUY BREWER BOULEVARD,8
2724,RIVERSIDE DR,8
2725,EAST  195 STREET,8
2726,WEST   58 STREET,8
2727,CROWN ST,8
2728,MORNING STAR ROAD,8
2729,145 AVENUE,8
2730,231 STREET,8
2731,41ST STREET,8
2732,228 STREET,8
2733,EAST 101 STREET,8
2734,GILES PLACE,8
2735,WATERBURY AVENUE,8
2736,TYSEN STREET,8
2737,TABOR COURT,8
2738,HIGHLAND AVENUE,8
2739,WEST 45TH STREET,8
2740,ARNOW PLACE,8
2741,BEACH  105 STREET,8
2742,OLYMPIA BOULEVARD,8
2743,W 71ST ST,8
2744,KENMARE STREET,8
2745,MONTELL STREET,8
2746,E 126TH ST,8
2747,MONTAGUE STREET,8
2748,HOPKINS STREET,8
2749,WEST 173RD STREET,8
2750,5TH STREET,8
2751,WEST 154 STREET,8
2752,RESERVOIR AVENUE,8
2753,KINGSHIGWY,8
2754,DELEVAN STREET,8
2755,MARKET ST,8
2756,WEST 228 STREET,8
2757,LEVERETT AVENUE,8
2758,KENILWORTH PLACE,8
2759,BRANTON STREET,8
2760,CLEARVIEW EXPRESSWAY,8
2761,SAINT NICHOLAS TERRACE,8
2762,WEST 84TH STREET,8
2763,VAN KLEECK STREET,8
2764,WEST 19TH STREET,8
2765,NORTH    4 STREET,8
2766,BAY   47 STREET,8
2767,WHITNEY AVENUE,8
2768,GRAVESEND NECK ROAD,8
2769,WEST 11 STREET,8
2770,CHITTENDEN AVENUE,8
2771,STEWART STREET,8
2772,WALDRON STREET,8
2773,EAST 22 STREET,8
2774,EAST 124TH STREET,8
2775,WALL STREET,8
2776,INGRAHAM STREET,8
2777,VANPELT AVENUE,8
2778,DONGAN STREET,7
2779,NUGENT AVENUE,7
2780,EAST 206 STREET,7
2781,WEST 54 STREET,7
2782,MAGAW PLACE,7
2783,THIRD STREET,7
2784,HOLDEN BOULEVARD,7
2785,W 116TH ST,7
2786,EAST 109TH STREET,7
2787,WEST   79 STREET,7
2788,EAST 61 STREET,7
2789,GERRY STREET,7
2790,COFFEY STREET,7
2791,EAST   68 STREET,7
2792,MELISSA STREET,7
2793,DELANCY STREET,7
2794,RADDE PLACE,7
2795,HARMAN ST,7
2796,BRIGHTON 4 STREET,7
2797,EAST 154TH STREET,7
2798,GATES AVE,7
2799,WEST 46TH STREET,7
2800,WEST 82ND STREET,7
2801,LISPENARD STREET,7
2802,RARITAN AVENUE,7
2803,FAHY AVENUE,7
2804,6TH AVENUE,7
2805,7TH AVENUE,7
2806,78 ROAD,7
2807,KINGS COLLEGE PLACE,7
2808,POPLAR AVENUE,7
2809,EAST 241 STREET,7
2810,DOREEN DRIVE,7
2811,77TH AVENUE,7
2812,LIVINGSTON AVENUE,7
2813,ODELL CLARK PLACE,7
2814,100 AVENUE,7
2815,WEST 36 STREET,7
2816,LEWMAY ROAD,7
2817,MONROE ST,7
2818,CONTINENTAL AVENUE,7
2819,TEHAMA STREET,7
2820,FREMONT AVENUE,7
2821,ODER AVENUE,7
2822,SOUTH 8 STREET,7
2823,MORRIS AVE,7
2824,97TH STREET,7
